id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
653398,2025-01-05,domingo,16:15:00,BA,101,914,NOVA VICOSA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Declive;Reta,Não,3,0,2,0,1,0,2,1,"-17,86211322","-39,80415344",SPRF-BA,DEL09-BA,UOP02-DEL09-BA
653419,2025-01-05,domingo,22:00:00,ES,393,"11,2",MUQUI,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Declive;Reta,Não,2,0,0,1,1,0,1,2,"-20,85189406","-41,24479292",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
653421,2025-01-05,domingo,23:50:00,BA,324,621,SALVADOR,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Curva,Sim,2,0,2,0,0,0,2,1,"-12,91233708","-38,45956983",SPRF-BA,DEL01-BA,UOP01-DEL01-BA
653424,2025-01-06,segunda-feira,00:00:00,PE,232,178,BELO JARDIM,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,5,1,1,1,1,2,2,5,"-8,34353242","-36,4199731",SPRF-PE,DEL03-PE,UOP02-DEL03-PE
653430,2025-01-06,segunda-feira,03:50:00,PR,277,"173,3",PALMEIRA,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Plena Noite,Decrescente,Nublado,Simples,Declive;Reta,Não,3,1,0,0,1,1,0,3,"-25,44058","-49,972164",SPRF-PR,DEL08-PR,UOP02-DEL08-PR
653453,2025-01-06,segunda-feira,07:20:00,SP,381,65,MAIRIPORA,Demais falhas mecânicas ou elétricas,Colisão lateral mesmo sentido,Com Vítimas Feridas,Amanhecer,Crescente,Sol,Dupla,Declive;Reta,Não,7,0,2,0,4,1,2,6,"-23,31495374","-46,58245152",SPRF-SP,DEL03-SP,UOP01-DEL03-SP
653454,2025-01-06,segunda-feira,07:00:00,BA,116,664,JEQUIE,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,4,0,2,0,1,1,2,3,"-13,73294498","-40,09867203",SPRF-BA,DEL03-BA,UOP01-DEL03-BA
653468,2025-01-06,segunda-feira,06:55:00,BA,116,"891,5",CANDIDO SALES,Ultrapassagem Indevida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Declive,Não,6,0,2,0,3,2,2,4,"-15,29350898","-41,13824403",SPRF-BA,DEL08-BA,UOP03-DEL08-BA
653470,2025-01-06,segunda-feira,08:40:00,RJ,101,323,NITEROI,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Ponte;Curva,Não,3,0,1,0,2,0,1,3,"-22,87438415","-43,12238932",SPRF-RJ,DEL02-RJ,UOP01-DEL02-RJ
653472,2025-01-06,segunda-feira,09:00:00,SC,470,"49,1",BLUMENAU,Condutor deixou de manter distância do veículo da frente,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Não,4,0,1,0,3,0,1,4,"-26,860662","-49,065159",SPRF-SC,DEL04-SC,UOP01-DEL04-SC
653476,2025-01-06,segunda-feira,07:40:00,PR,277,"473,8",NOVA LARANJEIRAS,Reação tardia ou ineficiente do condutor,Tombamento,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Declive,Não,2,0,0,0,1,1,0,2,"-25,30354721","-52,55960226",SPRF-PR,DEL04-PR,UOP02-DEL04-PR
653487,2025-01-06,segunda-feira,12:05:00,RS,386,"38,2",FREDERICO WESTPHALEN,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-27,391367","-53,400776",SPRF-RS,DEL08-RS,UOP02-DEL08-RS
653488,2025-01-06,segunda-feira,10:30:00,MS,158,"33,8",PARANAIBA,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,2,0,2,0,0,0,2,1,"-19,26124717","-51,50069016",SPRF-MS,DEL08-MS,UOP01-DEL08-MS
653490,2025-01-06,segunda-feira,12:00:00,SP,116,164,JACAREI,Frear bruscamente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,1,1,1,3,"-23,29166028","-46,00002382",SPRF-SP,DEL02-SP,UOP01-DEL02-SP
653492,2025-01-06,segunda-feira,09:15:00,SC,282,"339,8",CAMPOS NOVOS,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Interseção de Vias,Não,5,0,2,0,2,1,2,3,"-27,387402","-51,232861",SPRF-SC,DEL07-SC,UOP06-DEL07-SC
653493,2025-01-06,segunda-feira,11:45:00,TO,153,237,COLINAS DO TOCANTINS,Ultrapassagem Indevida,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,0,2,0,3,2,5,"-7,96747498","-48,46389145",SPRF-TO,DEL02-TO,UOP01-DEL02-TO
653496,2025-01-06,segunda-feira,11:40:00,RS,386,140,SARANDI,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,0,0,1,1,2,1,3,"-28,000616","-52,894413",SPRF-RS,DEL08-RS,UOP01-DEL08-RS
653497,2025-01-06,segunda-feira,10:50:00,PR,277,364,GUARAPUAVA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Aclive;Reta,Não,2,0,1,0,0,2,1,3,"-25,42195856","-51,6665554",SPRF-PR,DEL08-PR,UOP01-DEL08-PR
653499,2025-01-06,segunda-feira,11:45:00,MG,50,203,DELTA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Aclive,Não,6,0,3,0,2,2,3,4,"-19,92627147","-47,82191068",SPRF-MG,DEL13-MG,UOP01-DEL13-MG
653501,2025-01-06,segunda-feira,13:10:00,PR,277,"3,5",PARANAGUA,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Interseção de Vias;Reta;Rotatória,Sim,3,0,0,1,1,6,1,8,"-25,54611314","-48,56010032",SPRF-PR,DEL01-PR,UOP05-DEL01-PR
653502,2025-01-06,segunda-feira,12:00:00,PR,376,"463,1",PONTA GROSSA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva;Declive,Não,2,0,1,0,0,1,1,2,"-25,022566","-50,33223",SPRF-PR,DEL03-PR,UOP01-DEL03-PR
653503,2025-01-06,segunda-feira,10:40:00,MG,116,395,GOVERNADOR VALADARES,Ultrapassagem Indevida,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,0,1,0,1,1,1,3,"-18,72180716","-41,98905056",SPRF-MG,DEL06-MG,UOP01-DEL06-MG
653510,2025-01-06,segunda-feira,11:30:00,BA,101,356,WENCESLAU GUIMARAES,Velocidade Incompatível,Tombamento,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta;Declive,Não,3,1,0,0,0,2,0,3,"-13,66550345","-39,47859764",SPRF-BA,DEL05-BA,UOP03-DEL05-BA
653516,2025-01-06,segunda-feira,14:10:00,MG,153,135,PRATA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Declive;Curva,Não,1,0,1,0,0,0,1,1,"-19,5207219","-48,83355386",SPRF-MG,DEL15-MG,UOP03-DEL15-MG
653517,2025-01-06,segunda-feira,11:35:00,MS,158,"136,6",APARECIDA DO TABOADO,Velocidade Incompatível,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,4,0,0,1,2,1,1,3,"-19,99898502","-51,11416952",SPRF-MS,DEL08-MS,UOP01-DEL08-MS
653520,2025-01-06,segunda-feira,14:00:00,RS,285,"202,3",LAGOA VERMELHA,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,5,1,0,1,1,2,1,5,"-28,211273","-51,546356",SPRF-RS,DEL08-RS,UOP05-DEL08-RS
653528,2025-01-06,segunda-feira,15:30:00,ES,101,"173,8",ARACRUZ,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Sim,3,0,0,1,1,1,1,3,"-19,57221883","-40,18397327",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
653529,2025-01-06,segunda-feira,14:20:00,MG,116,"480,5",DOM CAVATI,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Sim,3,0,0,1,1,2,1,4,"-19,400735","-42,115264",SPRF-MG,DEL06-MG,UOP02-DEL06-MG
653530,2025-01-06,segunda-feira,07:55:00,SC,101,"118,9",ITAJAI,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,2,0,0,0,1,1,0,2,"-26,895859","-48,71903",SPRF-SC,DEL04-SC,UOP04-DEL04-SC
653533,2025-01-06,segunda-feira,16:00:00,MG,40,"783,5",JUIZ DE FORA,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Curva,Não,2,0,1,0,0,1,1,2,"-21,72429033","-43,43949665",SPRF-MG,DEL05-MG,UOP01-DEL05-MG
653534,2025-01-06,segunda-feira,16:00:00,SC,470,"54,1",BLUMENAU,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Rotatória;Interseção de Vias,Não,2,0,0,0,2,0,0,2,"-26,87407627","-49,11412239",SPRF-SC,DEL04-SC,UOP01-DEL04-SC
653537,2025-01-06,segunda-feira,15:20:00,RJ,101,398,ITAGUAI,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,5,0,2,0,2,2,2,5,"-22,86787912","-43,74862922",SPRF-RJ,DEL03-RJ,UOP01-DEL03-RJ
653539,2025-01-06,segunda-feira,16:30:00,GO,20,"150,5",FLORES DE GOIAS,Demais falhas mecânicas ou elétricas,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Aclive;Reta,Não,7,0,4,0,2,1,4,4,"-14,697994","-46,648884",SPRF-DF,DEL02-DF,UOP03-DEL02-DF
653542,2025-01-06,segunda-feira,15:30:00,PR,373,453,CHOPINZINHO,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Interseção de Vias,Não,8,0,0,1,6,2,1,4,"-25,89898392","-52,37329602",SPRF-PR,DEL02-PR,UOP01-DEL02-PR
653543,2025-01-06,segunda-feira,16:30:00,RJ,116,179,BELFORD ROXO,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,1,1,1,0,2,3,"-22,769902","-43,408036",SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
653548,2025-01-06,segunda-feira,13:00:00,MG,262,"583,3",CAMPOS ALTOS,Ultrapassagem Indevida,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Curva,Não,3,0,2,0,0,1,2,2,"-19,649634","-46,080652",SPRF-MG,DEL08-MG,UOP02-DEL08-MG
653549,2025-01-06,segunda-feira,16:15:00,SC,101,76,ARAQUARI,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,1,1,0,2,"-26,55954801","-48,72063404",SPRF-SC,DEL03-SC,UOP02-DEL03-SC
653553,2025-01-06,segunda-feira,17:20:00,PB,104,"132,5",QUEIMADAS,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Simples,Reta,Sim,3,0,0,1,2,0,1,3,"-7,30787596","-35,89344027",SPRF-PB,DEL02-PB,UOP03-DEL02-PB
653559,2025-01-06,segunda-feira,15:00:00,MG,251,"354,1",PADRE CARVALHO,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta;Declive,Não,2,0,1,0,0,1,1,2,"-16,2857962","-42,5422384",SPRF-MG,DEL12-MG,UOP02-DEL12-MG
653567,2025-01-06,segunda-feira,18:25:00,BA,116,462,SANTO ESTEVAO,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-12,45182","-39,253353",SPRF-BA,DEL02-BA,UOP01-DEL02-BA
653568,2025-01-06,segunda-feira,18:00:00,SC,101,"375,3",ICARA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Múltipla,Reta,Não,3,0,1,0,1,1,1,3,"-28,72014713","-49,23508784",SPRF-SC,DEL02-SC,UOP01-DEL02-SC
653574,2025-01-06,segunda-feira,12:30:00,BA,349,1007,CORRENTINA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,10,0,1,1,7,1,2,3,"-13,798735","-46,164127",SPRF-BA,DEL10-BA,UOP02-DEL10-BA
653576,2025-01-06,segunda-feira,13:00:00,MG,40,"258,5",SAO GONCALO DO ABAETE,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Declive;Reta,Não,3,1,0,0,1,1,0,2,"-18,13657095","-45,37279299",SPRF-MG,DEL14-MG,UOP02-DEL14-MG
653583,2025-01-06,segunda-feira,19:30:00,SE,101,"145,7",ESTANCIA,Afundamento ou ondulação no pavimento,Queda de ocupante de veículo,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,2,1,0,0,0,1,0,2,"-11,22094463","-37,41933749",SPRF-SE,DEL02-SE,UOP01-DEL02-SE
653589,2025-01-06,segunda-feira,20:05:00,PE,232,251,ARCOVERDE,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Curva,Não,2,0,1,0,1,0,1,1,"-8,429241","-37,060127",SPRF-PE,DEL04-PE,UOP02-DEL04-PE
653593,2025-01-06,segunda-feira,20:00:00,MG,153,129,PRATA,Chuva,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta,Não,3,0,1,0,2,0,1,2,"-19,47713595","-48,86719852",SPRF-MG,DEL15-MG,UOP03-DEL15-MG
653595,2025-01-06,segunda-feira,21:20:00,PR,277,"2,1",PARANAGUA,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Interseção de Vias;Reta,Sim,3,0,1,0,1,5,1,7,"-25,508003","-48,528306",SPRF-PR,DEL01-PR,UOP05-DEL01-PR
653598,2025-01-06,segunda-feira,19:20:00,MT,70,300,PRIMAVERA DO LESTE,Demais falhas mecânicas ou elétricas,Eventos atípicos,Com Vítimas Feridas,Plena Noite,Decrescente,Nevoeiro/Neblina,Simples,Declive;Reta,Não,2,0,1,0,0,1,1,2,"-15,57911988","-54,47201099",SPRF-MT,DEL05-MT,UOP01-DEL05-MT
653599,2025-01-06,segunda-feira,18:50:00,MT,70,126,GENERAL CARNEIRO,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Crescente,Nublado,Simples,Reta,Não,3,1,0,0,0,2,0,2,"-15,58797578","-53,17073277",SPRF-MT,DEL07-MT,UOP01-DEL07-MT
653601,2025-01-06,segunda-feira,22:40:00,DF,40,7,BRASILIA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,4,0,1,0,3,0,1,2,"-16,04532081","-47,98077556",SPRF-DF,DEL01-DF,UOP01-DEL01-DF
653602,2025-01-06,segunda-feira,21:00:00,PR,153,210,TIBAGI,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Curva;Declive,Não,4,1,0,0,1,2,0,4,"-24,55321275","-50,45677185",SPRF-PR,DEL03-PR,UOP02-DEL03-PR
653603,2025-01-06,segunda-feira,19:15:00,RR,174,314,CARACARAI,Pedestre - Ingestão de álcool/ substâncias psicoativas,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,1,0,0,0,1,0,2,"1,481293","-60,905197",SPRF-RR,DEL01-RR,UOP01-DEL01-RR
653606,2025-01-06,segunda-feira,08:40:00,BA,324,610,SIMOES FILHO,Problema com o freio,Engavetamento,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,0,0,3,0,0,3,"-12,82931703","-38,41113193",SPRF-BA,DEL01-BA,UOP01-DEL01-BA
653607,2025-01-06,segunda-feira,23:54:00,PR,116,75,QUATRO BARRAS,Objeto estático sobre o leito carroçável,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Não,5,0,1,0,3,1,1,3,"-25,37129423","-49,04588263",SPRF-PR,DEL01-PR,UOP02-DEL01-PR
653608,2025-01-07,terça-feira,02:00:00,SP,116,440,REGISTRO,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,0,1,1,0,1,2,"-24,46159507","-47,81713991",SPRF-SP,DEL05-SP,UOP01-DEL05-SP
653615,2025-01-07,terça-feira,00:10:00,SP,116,511,CAJATI,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Curva,Não,1,0,0,1,0,0,1,1,"-24,83558399","-48,2223738",SPRF-SP,DEL05-SP,UOP02-DEL05-SP
653617,2025-01-07,terça-feira,06:40:00,SC,470,56,BLUMENAU,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,1,0,0,0,1,0,0,1,"-26,87674","-49,127743",SPRF-SC,DEL04-SC,UOP01-DEL04-SC
653622,2025-01-07,terça-feira,05:00:00,BA,407,175,PONTO NOVO,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,2,0,0,2,2,"-10,88405899","-40,10993487",SPRF-BA,DEL04-BA,UOP02-DEL04-BA
653636,2025-01-03,sexta-feira,09:40:00,CE,116,19,EUSEBIO,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,0,0,2,1,0,3,"-3,918503","-38,50736976",SPRF-CE,DEL01-CE,UOP02-DEL01-CE
653640,2025-01-07,terça-feira,09:40:00,SE,101,"124,9",ITAPORANGA DAJUDA,Mal súbito do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,4,0,1,2,0,1,3,2,"-11,0497","-37,364988",SPRF-SE,DEL02-SE,UOP01-DEL02-SE
653644,2025-01-07,terça-feira,08:50:00,MG,251,"288,6",SALINAS,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Declive,Não,1,0,0,0,1,0,0,1,"-16,04478237","-42,14449883",SPRF-MG,DEL12-MG,UOP02-DEL12-MG
653646,2025-01-06,segunda-feira,11:30:00,MG,40,"311,5",TRES MARIAS,Ingestão de álcool pelo condutor,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,0,0,0,3,1,0,3,"-18,440416","-45,07127",SPRF-MG,DEL14-MG,UOP02-DEL14-MG
653647,2025-01-06,segunda-feira,23:00:00,TO,153,360,FORTALEZA DO TABOCAO,Reação tardia ou ineficiente do condutor,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,3,0,2,0,0,1,2,2,"-9,06426723","-48,52025097",SPRF-TO,DEL02-TO,UOP02-DEL02-TO
653649,2025-01-07,terça-feira,10:00:00,RN,304,38,MOSSORO,Condutor deixou de manter distância do veículo da frente,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,0,1,1,2,"-5,18138457","-37,36832252",SPRF-RN,DEL04-RN,UOP02-DEL04-RN
653650,2025-01-07,terça-feira,08:10:00,AL,101,149,JEQUIA DA PRAIA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Declive;Curva,Não,2,0,1,0,0,1,1,2,"-9,89022377","-36,13489151",SPRF-AL,DEL02-AL,UOP02-DEL02-AL
653655,2025-01-07,terça-feira,08:20:00,SP,116,"52,4",LORENA,Condutor Dormindo,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,"-22,74708138","-45,09973038",SPRF-SP,DEL08-SP,UOP02-DEL08-SP
653661,2025-01-07,terça-feira,08:40:00,SC,470,"109,3",APIUNA,Ingestão de álcool pelo condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,1,1,1,3,"-27,083876","-49,449543",SPRF-SC,DEL04-SC,UOP02-DEL04-SC
653663,2025-01-07,terça-feira,10:45:00,ES,393,"1,3",CACHOEIRO DE ITAPEMIRIM,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,0,1,1,1,1,3,"-20,83723289","-41,16733095",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
653668,2025-01-07,terça-feira,12:30:00,BA,116,493,RAFAEL JAMBEIRO,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,7,0,1,0,5,2,1,4,"-12,56115018","-39,47426391",SPRF-BA,DEL02-BA,UOP01-DEL02-BA
653671,2025-01-07,terça-feira,10:00:00,MG,50,"122,9",UBERABA,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Não,5,0,1,0,3,1,1,3,"-19,32486914","-48,10279232",SPRF-MG,DEL13-MG,UOP01-DEL13-MG
653672,2025-01-07,terça-feira,12:55:00,MG,381,363,JOAO MONLEVADE,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Simples,Curva;Declive,Não,3,0,0,1,1,2,1,4,"-19,85130197","-43,24808594",SPRF-MG,DEL03-MG,UOP01-DEL03-MG
653674,2025-01-07,terça-feira,13:15:00,RS,116,"505,5",PELOTAS,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Crescente,Sol,Dupla,Reta,Não,1,0,0,0,1,0,0,1,"-31,58853468","-52,27995231",SPRF-RS,DEL07-RS,UOP01-DEL07-RS
653676,2025-01-07,terça-feira,10:40:00,PA,163,146,ALTAMIRA,Objeto estático sobre o leito carroçável,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Não,3,0,1,0,1,3,1,5,"-8,42387326","-55,10583265",SPRF-MT,DEL06-MT,UOP03-DEL06-MT
653680,2025-01-07,terça-feira,13:20:00,RS,386,"215,2",TIO HUGO,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,6,0,3,0,2,1,3,4,"-28,57666","-52,596031",SPRF-RS,DEL04-RS,UOP03-DEL04-RS
653681,2025-01-07,terça-feira,12:10:00,SP,116,221,GUARULHOS,Transtornos Mentais (exceto suicidio),Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta;Em Obras,Não,2,0,1,0,0,1,1,1,"-23,46802395","-46,50704901",SPRF-SP,DEL01-SP,UOP01-DEL01-SP
653683,2025-01-07,terça-feira,12:04:00,RO,319,63,PORTO VELHO,Suicídio (presumido),Atropelamento de Pedestre,Com Vítimas Fatais,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,3,1,0,0,2,0,0,2,"-8,75535356","-63,8869518",SPRF-RO,DEL01-RO,UOP01-DEL01-RO
653692,2025-01-07,terça-feira,09:30:00,BA,116,272,TUCANO,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,1,0,0,1,0,0,2,"-10,936705","-38,81187",SPRF-BA,DEL07-BA,UOP02-DEL07-BA
653698,2025-01-07,terça-feira,13:30:00,RJ,101,385,RIO DE JANEIRO,Ausência de reação do condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Retorno Regulamentado;Reta,Não,5,0,2,0,3,0,2,4,"-22,88064129","-43,63218994",SPRF-RJ,DEL03-RJ,UOP01-DEL03-RJ
653699,2025-01-07,terça-feira,14:20:00,PR,277,"365,8",GUARAPUAVA,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Aclive;Reta,Não,2,0,0,2,0,0,2,2,"-25,43214305","-51,60777698",SPRF-PR,DEL08-PR,UOP01-DEL08-PR
653703,2025-01-07,terça-feira,15:00:00,RS,285,"636,7",SANTO ANTONIO DAS MISSOES,Manobra de mudança de faixa,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-28,58466","-55,626167",SPRF-RS,DEL12-RS,UOP01-DEL12-RS
653704,2025-01-04,sábado,01:30:00,PR,476,80,BOCAIUVA DO SUL,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Decrescente,Nublado,Simples,Curva,Não,1,0,0,0,1,0,0,1,"-25,122978","-49,099415",SPRF-PR,DEL01-PR,UOP01-DEL01-PR
