id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
652861,2025-01-03,sexta-feira,00:30:00,GO,20,1,FORMOSA,Reação tardia ou ineficiente do condutor,Colisão lateral sentido oposto,Sem Vítimas,Plena Noite,Crescente,Chuva,Simples,Em Obras;Declive;Curva,Sim,5,0,0,0,4,1,0,2,"-15,579424","-47,334297",SPRF-DF,DEL02-DF,UOP02-DEL02-DF
652862,2025-01-03,sexta-feira,00:10:00,SC,282,"489,4",FAXINAL DOS GUEDES,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,8,0,7,0,1,0,7,3,"-26,870375","-52,274731",SPRF-SC,DEL07-SC,UOP01-DEL07-SC
652865,2025-01-03,sexta-feira,03:30:00,MG,381,"484,5",BETIM,Acumulo de água sobre o pavimento,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Múltipla,Curva;Declive,Não,3,0,0,1,1,1,1,3,"-19,95838414","-44,09173965",SPRF-MG,DEL01-MG,UOP03-DEL01-MG
652867,2025-01-03,sexta-feira,04:12:00,PE,101,29,IGARASSU,Manobra de mudança de faixa,Colisão traseira,Sem Vítimas,Amanhecer,Decrescente,Vento,Dupla,Reta,Não,2,0,0,0,2,0,0,2,"-7,72939697","-34,94185854",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
652869,2025-01-03,sexta-feira,05:03:00,ES,101,"294,5",CARIACICA,Ausência de reação do condutor,Engavetamento,Com Vítimas Feridas,Amanhecer,Crescente,Nublado,Dupla,Aclive;Reta,Sim,4,0,0,1,2,4,1,7,"-20,32415948","-40,3952903",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
652873,2025-01-03,sexta-feira,06:10:00,BA,116,"929,3",ENCRUZILHADA,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Amanhecer,Crescente,Céu Claro,Simples,Declive;Reta,Não,8,5,0,0,2,3,0,6,"-15,66638","-41,31508",SPRF-BA,DEL08-BA,UOP03-DEL08-BA
652883,2025-01-03,sexta-feira,07:08:00,PB,101,86,BAYEUX,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Declive,Sim,2,0,0,1,0,1,1,2,"-7,15118983","-34,91012184",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
652885,2025-01-03,sexta-feira,07:30:00,MG,251,"356,9",FRUTA DE LEITE,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,3,0,1,0,1,2,1,3,"-16,27029","-42,56126",SPRF-MG,DEL12-MG,UOP02-DEL12-MG
652889,2025-01-03,sexta-feira,06:30:00,PE,232,276,SERTANIA,Carga excessiva e/ou mal acondicionada,Derramamento de carga,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,0,1,1,1,1,2,"-8,37073085","-37,26126285",SPRF-PE,DEL04-PE,UOP02-DEL04-PE
652909,2025-01-03,sexta-feira,10:00:00,SP,116,509,CAJATI,Curva acentuada,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva;Declive,Não,4,0,3,0,0,1,3,2,"-24,82178987","-48,21419034",SPRF-SP,DEL05-SP,UOP02-DEL05-SP
652918,2025-01-03,sexta-feira,09:10:00,RO,364,15,VILHENA,Área urbana sem a presença de local apropriado para a travessia de pedestres,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Sim,3,0,0,1,1,2,1,4,"-12,73672751","-60,14804088",SPRF-RO,DEL04-RO,UOP01-DEL04-RO
652920,2025-01-03,sexta-feira,11:05:00,PE,232,"5,5",RECIFE,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim,4,0,0,0,3,1,0,4,"-8,069481","-34,9491",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
652923,2025-01-03,sexta-feira,11:00:00,SC,101,132,BALNEARIO CAMBORIU,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,3,0,2,0,1,0,2,2,"-26,99654133","-48,65564711",SPRF-SC,DEL04-SC,UOP03-DEL04-SC
652930,2025-01-03,sexta-feira,12:30:00,SP,381,63,MAIRIPORA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta;Declive,Não,8,0,1,1,5,2,2,5,"-23,302805","-46,572767",SPRF-SP,DEL03-SP,UOP01-DEL03-SP
652931,2025-01-03,sexta-feira,10:40:00,GO,153,84,PORANGATU,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,17,0,1,0,15,1,1,8,"-13,552117","-49,091297",SPRF-GO,DEL07-GO,UOP01-DEL07-GO
652937,2025-01-03,sexta-feira,11:50:00,RS,290,"472,4",ROSARIO DO SUL,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,1,0,1,1,1,3,"-30,244234","-54,837765",SPRF-RS,DEL11-RS,UOP02-DEL11-RS
652938,2025-01-03,sexta-feira,12:20:00,BA,101,"24,7",ESPLANADA,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Em Obras;Desvio Temporário;Reta,Não,2,0,1,0,0,2,1,3,"-11,74325485","-37,93913118",SPRF-SE,DEL02-SE,UOP03-DEL02-SE
652940,2025-01-03,sexta-feira,13:12:00,PR,277,"451,5",LARANJEIRAS DO SUL,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Aclive;Interseção de Vias;Reta,Não,7,0,0,1,5,1,1,3,"-25,37488518","-52,38913178",SPRF-PR,DEL04-PR,UOP02-DEL04-PR
652942,2025-01-03,sexta-feira,10:50:00,SC,101,"40,8",JOINVILLE,Estacionar ou parar em local proibido,Colisão traseira,Com Vítimas Fatais,Pleno dia,Decrescente,Sol,Múltipla,Aclive;Reta,Sim,6,1,0,0,2,4,0,6,"-26,3147914","-48,8733576",SPRF-SC,DEL03-SC,UOP01-DEL03-SC
652944,2025-01-03,sexta-feira,11:30:00,MS,158,"131,3",APARECIDA DO TABOADO,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,2,1,0,1,0,0,1,2,"-19,95497014","-51,1058916",SPRF-MS,DEL08-MS,UOP01-DEL08-MS
652949,2025-01-03,sexta-feira,14:30:00,SC,101,80,BARRA VELHA,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,4,0,1,0,2,1,1,3,"-26,59441996","-48,72183309",SPRF-SC,DEL03-SC,UOP02-DEL03-SC
652950,2025-01-03,sexta-feira,14:30:00,MG,40,590,ITABIRITO,Velocidade Incompatível,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,"-20,36807799","-43,90982881",SPRF-MG,DEL01-MG,UOP02-DEL01-MG
652956,2025-01-03,sexta-feira,12:50:00,RJ,101,501,ANGRA DOS REIS,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,4,0,2,2,0,0,4,1,"-22,92308827","-44,36056298",SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
652976,2025-01-03,sexta-feira,17:00:00,ES,101,301,VIANA,Demais falhas mecânicas ou elétricas,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Aclive;Retorno Regulamentado,Sim,4,0,1,0,2,3,1,6,"-20,36825561","-40,44406414",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
652982,2025-01-03,sexta-feira,07:30:00,BA,116,578,BREJOES,Demais falhas na via,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Curva;Aclive,Não,2,0,0,0,1,1,0,2,"-13,07158302","-39,9611107",SPRF-BA,DEL03-BA,UOP02-DEL03-BA
652988,2025-01-03,sexta-feira,16:40:00,RJ,116,144,DUQUE DE CAXIAS,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,4,1,0,0,3,0,0,3,"-22,65737709","-43,24724694",SPRF-RJ,DEL01-RJ,UOP02-DEL01-RJ
652989,2025-01-03,sexta-feira,17:30:00,ES,101,"291,8",CARIACICA,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Ignorado,Dupla,Reta,Não,3,0,1,0,1,1,1,3,"-20,29755744","-40,39445616",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
652992,2025-01-03,sexta-feira,14:45:00,MG,381,181,GOVERNADOR VALADARES,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Não,3,0,1,0,1,1,1,3,"-19,04766095","-42,15522105",SPRF-MG,DEL06-MG,UOP01-DEL06-MG
652996,2025-01-03,sexta-feira,16:24:00,MT,364,250,JUSCIMEIRA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,6,0,1,0,5,0,1,2,"-16,12029135","-54,85333523",SPRF-MT,DEL02-MT,UOP01-DEL02-MT
652997,2025-01-03,sexta-feira,17:20:00,SP,116,441,REGISTRO,Manobra de mudança de faixa,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,3,0,1,0,1,1,1,2,"-24,4688528","-47,82223728",SPRF-SP,DEL05-SP,UOP01-DEL05-SP
653018,2025-01-03,sexta-feira,10:30:00,RO,429,86,ALVORADA DOESTE,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Declive,Não,2,0,1,0,1,0,1,2,"-11,307507","-62,248367",SPRF-RO,DEL02-RO,UOP03-DEL02-RO
653020,2025-01-03,sexta-feira,20:00:00,BA,110,389,SAO SEBASTIAO DO PASSE,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Aclive;Reta,Não,4,0,1,1,1,1,2,3,"-12,50766107","-38,49626949",SPRF-BA,DEL01-BA,UOP01-DEL01-BA
653021,2025-01-03,sexta-feira,19:40:00,RJ,101,501,ANGRA DOS REIS,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,0,0,2,1,0,2,2,"-22,92308827","-44,36056298",SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
653024,2025-01-03,sexta-feira,17:05:00,RJ,116,18,SAPUCAIA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Simples,Reta,Não,2,0,0,1,0,1,1,2,"-21,98843778","-42,7572571",SPRF-RJ,DEL05-RJ,UOP01-DEL05-RJ
653038,2025-01-03,sexta-feira,21:30:00,RJ,40,108,DUQUE DE CAXIAS,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Ignorado,Múltipla,Reta,Sim,3,0,1,0,1,1,1,3,"-22,66476979","-43,28495144",SPRF-RJ,DEL01-RJ,UOP02-DEL01-RJ
653039,2025-01-03,sexta-feira,17:50:00,MG,153,"219,4",FRUTAL,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Reta,Não,5,1,1,1,1,1,2,4,"-20,09508657","-49,08695698",SPRF-MG,DEL13-MG,UOP02-DEL13-MG
653044,2025-01-03,sexta-feira,23:00:00,MG,381,"618,1",OLIVEIRA,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Curva,Não,4,0,1,0,2,4,1,7,"-20,76895697","-44,78171707",SPRF-MG,DEL04-MG,UOP01-DEL04-MG
653051,2025-01-04,sábado,00:15:00,RJ,356,69,ITAPERUNA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-21,37533068","-41,69412374",SPRF-RJ,DEL08-RJ,UOP03-DEL08-RJ
653052,2025-01-03,sexta-feira,23:00:00,MG,116,"802,8",ALEM PARAIBA,Ingestão de álcool pelo condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,3,0,1,0,1,1,1,3,"-21,77810174","-42,72568662",SPRF-MG,DEL07-MG,UOP01-DEL07-MG
653058,2025-01-04,sábado,02:46:00,RJ,116,313,RESENDE,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Não,1,0,0,1,0,0,1,1,"-22,45998766","-44,46237202",SPRF-RJ,DEL07-RJ,UOP02-DEL07-RJ
653060,2025-01-04,sábado,02:50:00,SC,101,"157,7",PORTO BELO,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-27,181625","-48,6121179",SPRF-SC,DEL04-SC,UOP03-DEL04-SC
653062,2025-01-03,sexta-feira,22:45:00,RS,158,"419,5",SAO GABRIEL,Ausência de reação do condutor,Colisão traseira,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,4,1,0,1,1,1,1,3,"-30,03993268","-54,5918013",SPRF-RS,DEL11-RS,UOP02-DEL11-RS
653066,2025-01-04,sábado,02:15:00,MG,262,549,LUZ,Ausência de reação do condutor,Colisão lateral sentido oposto,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Simples,Curva;Aclive,Não,33,1,15,0,16,1,15,3,"-19,72508993","-45,86948395",SPRF-MG,DEL08-MG,UOP02-DEL08-MG
653069,2025-01-04,sábado,03:15:00,PR,277,54,SAO JOSE DOS PINHAIS,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,3,0,1,0,1,1,1,3,"-25,58964707","-48,93537801",SPRF-PR,DEL01-PR,UOP05-DEL01-PR
653072,2025-01-04,sábado,03:40:00,RS,285,"182,8",CAPAO BONITO DO SUL,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não,1,0,0,1,0,0,1,1,"-28,290833","-51,422482",SPRF-RS,DEL08-RS,UOP05-DEL08-RS
653078,2025-01-04,sábado,05:40:00,BA,116,"908,1",CANDIDO SALES,Condutor Dormindo,Colisão frontal,Sem Vítimas,Amanhecer,Decrescente,Nublado,Simples,Reta,Sim,4,0,0,0,2,3,0,5,"-15,50001","-41,23606",SPRF-BA,DEL08-BA,UOP03-DEL08-BA
653093,2025-01-04,sábado,08:30:00,PR,369,422,UBIRATA,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-24,506686","-52,917714",SPRF-PR,DEL04-PR,UOP03-DEL04-PR
653099,2025-01-04,sábado,07:45:00,MG,365,409,PATOS DE MINAS,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,5,0,3,0,2,0,3,2,"-18,65228912","-46,51471573",SPRF-MG,DEL10-MG,UOP01-DEL10-MG
653113,2025-01-04,sábado,11:00:00,PR,153,"31,2",SANTO ANTONIO DA PLATINA,Reação tardia ou ineficiente do condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,5,0,3,0,2,0,3,2,"-23,22262134","-50,02015382",SPRF-PR,DEL07-PR,UOP04-DEL07-PR
653116,2025-01-04,sábado,09:00:00,MG,251,"472,9",FRANCISCO SA,Chuva,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva;Declive,Não,11,0,2,0,8,1,2,4,"-16,4669101","-43,43947986",SPRF-MG,DEL12-MG,UOP01-DEL12-MG
653117,2025-01-04,sábado,09:00:00,MT,364,"275,5",JACIARA,Demais falhas mecânicas ou elétricas,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Declive;Reta,Não,5,0,3,0,1,1,3,4,"-15,95085604","-54,98237599",SPRF-MT,DEL05-MT,UOP02-DEL05-MT
653118,2025-01-04,sábado,11:20:00,SP,116,567,BARRA DO TURVO,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,5,0,1,0,3,1,1,2,"-25,0475499","-48,55355172",SPRF-SP,DEL05-SP,UOP02-DEL05-SP
653126,2025-01-04,sábado,07:30:00,BA,116,528,ITATIM,Manobra de mudança de faixa,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,7,0,4,0,2,2,4,4,"-12,71587879","-39,7449061",SPRF-BA,DEL03-BA,UOP02-DEL03-BA
653127,2025-01-04,sábado,12:20:00,TO,10,458,PALMAS,Acumulo de água sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Fatais,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,4,1,0,0,3,0,0,4,"-10,28046444","-48,29864502",SPRF-TO,DEL01-TO,UOP03-DEL01-TO
653138,2025-01-04,sábado,12:39:00,BA,116,784,PLANALTO,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,1,1,1,3,"-14,66603297","-40,46399803",SPRF-BA,DEL08-BA,UOP02-DEL08-BA
653141,2025-01-04,sábado,14:10:00,SP,153,"22,9",NOVA GRANADA,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Crescente,Nublado,Simples,Reta;Aclive,Não,2,0,0,0,1,1,0,2,"-20,46039395","-49,28858211",SPRF-SP,DEL09-SP,UOP01-DEL09-SP
653150,2025-01-04,sábado,15:00:00,RS,386,435,NOVA SANTA RITA,Ausência de reação do condutor,Colisão transversal,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Interseção de Vias;Rotatória,Sim,2,0,0,0,2,0,0,2,"-29,846369","-51,275738",SPRF-RS,DEL04-RS,UOP02-DEL04-RS
653157,2025-01-04,sábado,14:50:00,RJ,116,133,MAGE,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Não,5,0,0,1,2,3,1,6,"-22,65418284","-43,14382995",SPRF-RJ,DEL04-RJ,UOP02-DEL04-RJ
653169,2025-01-04,sábado,16:35:00,MG,116,310,ITAMBACURI,Transitar no Acostamento,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,0,0,0,3,1,0,3,"-18,071493","-41,67787",SPRF-MG,DEL11-MG,UOP01-DEL11-MG
653176,2025-01-04,sábado,14:30:00,PB,230,"162,7",CAMPINA GRANDE,Condutor deixou de manter distância do veículo da frente,Engavetamento,Sem Vítimas,Pleno dia,Decrescente,Sol,Simples,Reta,Não,3,0,0,0,3,0,0,3,"-7,2277","-35,9439",SPRF-PB,DEL02-PB,UOP01-DEL02-PB
653177,2025-01-04,sábado,16:45:00,PB,104,"109,9",LAGOA SECA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta;Aclive,Não,2,0,0,0,2,0,0,2,"-7,11997886","-35,86414665",SPRF-PB,DEL02-PB,UOP04-DEL02-PB
653188,2025-01-04,sábado,18:40:00,BA,116,"373,7",LAMARAO,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Aclive;Reta,Não,7,2,1,2,1,1,3,3,"-11,788313","-38,98560509",SPRF-BA,DEL02-BA,UOP01-DEL02-BA
653204,2025-01-04,sábado,19:30:00,MG,262,"417,5",PARA DE MINAS,Pedestre - Ingestão de álcool/ substâncias psicoativas,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,2,1,0,0,0,1,0,2,"-19,88382214","-44,74534035",SPRF-MG,DEL08-MG,UOP03-DEL08-MG
653211,2025-01-04,sábado,16:50:00,MG,116,"629,5",ORIZANIA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,0,1,0,2,2,1,4,"-20,57445201","-42,20865305",SPRF-MG,DEL07-MG,UOP02-DEL07-MG
653225,2025-01-04,sábado,18:30:00,PE,428,22,CABROBO,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,2,1,0,0,1,0,0,2,"-8,48878386","-39,41542596",SPRF-PE,DEL05-PE,UOP03-DEL05-PE
653227,2025-01-04,sábado,21:00:00,PR,277,"422,8",CANTAGALO,Ingestão de álcool pelo condutor,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,3,0,1,0,1,2,1,4,"-25,39207098","-52,10673809",SPRF-PR,DEL04-PR,UOP02-DEL04-PR
653230,2025-01-04,sábado,22:00:00,SP,116,"53,3",LORENA,Ausência de reação do condutor,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,4,0,2,0,1,1,2,3,"-22,75255433","-45,10741076",SPRF-SP,DEL08-SP,UOP02-DEL08-SP
653250,2025-01-05,domingo,00:45:00,MG,50,"188,6",UBERABA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Aclive;Reta,Não,4,0,0,1,2,1,1,3,"-19,84070819","-47,87993327",SPRF-MG,DEL13-MG,UOP01-DEL13-MG
653270,2025-01-04,sábado,23:40:00,BA,116,512,FEIRA DE SANTANA,Ausência de reação do condutor,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva,Sim,1,0,0,0,0,1,0,1,"-12,22978187","-38,96432161",SPRF-BA,DEL02-BA,UOP01-DEL02-BA
653279,2025-01-05,domingo,06:40:00,RJ,116,232,PIRAI,Ausência de reação do condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Curva;Declive,Não,4,0,2,0,2,0,2,2,"-22,65604007","-43,83713888",SPRF-RJ,DEL07-RJ,UOP01-DEL07-RJ
653284,2025-01-05,domingo,04:36:00,RO,364,"277,6",PRESIDENTE MEDICI,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Fatais,Plena Noite,Decrescente,Ignorado,Simples,Reta;Interseção de Vias,Não,3,1,0,0,1,3,0,5,"-11,384555","-61,783628",SPRF-RO,DEL02-RO,UOP01-DEL02-RO
653293,2025-01-05,domingo,07:30:00,RS,386,402,TRIUNFO,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-29,762325","-51,585972",SPRF-RS,DEL04-RS,UOP02-DEL04-RS
653309,2025-01-05,domingo,10:00:00,CE,222,"214,8",FORQUILHA,Afundamento ou ondulação no pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Não,2,0,1,0,0,1,1,2,"-3,76728996","-40,28895097",SPRF-CE,DEL04-CE,UOP01-DEL04-CE
653313,2025-01-05,domingo,11:00:00,MG,116,805,ALEM PARAIBA,Ausência de reação do condutor,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-21,79939622","-42,70870435",SPRF-MG,DEL07-MG,UOP01-DEL07-MG
653337,2025-01-05,domingo,12:30:00,RS,287,"354,4",JAGUARI,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Declive;Curva;Interseção de Vias,Sim,2,0,1,0,0,2,1,3,"-29,48260578","-54,68942642",SPRF-RS,DEL12-RS,UOP02-DEL12-RS
653338,2025-01-05,domingo,07:30:00,BA,101,398,IBIRAPITANGA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,2,0,1,0,0,1,1,2,"-14,07899378","-39,38422488",SPRF-BA,DEL05-BA,UOP03-DEL05-BA
653349,2025-01-05,domingo,14:26:00,MT,174,478,COMODORO,Acumulo de água sobre o pavimento,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta;Declive,Não,4,0,4,0,0,0,4,2,"-13,726515","-59,77919903",SPRF-MT,DEL04-MT,UOP02-DEL04-MT
653351,2025-01-05,domingo,14:15:00,MG,356,"279,3",EUGENOPOLIS,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Curva;Declive,Não,2,0,1,0,0,1,1,2,"-21,12514202","-42,254502",SPRF-MG,DEL07-MG,UOP02-DEL07-MG
653355,2025-01-05,domingo,15:50:00,SC,470,"80,2",RODEIO,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta;Ponte,Não,4,1,1,0,1,2,1,4,"-26,948239","-49,318551",SPRF-SC,DEL04-SC,UOP01-DEL04-SC
653368,2025-01-05,domingo,11:40:00,BA,20,58,SAO DESIDERIO,Reação tardia ou ineficiente do condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,5,0,1,0,3,3,1,5,-13,-46,SPRF-BA,DEL10-BA,UOP02-DEL10-BA
653379,2025-01-05,domingo,18:00:00,BA,101,677,ITAGIMIRIM,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,5,0,3,0,1,3,3,5,"-16,057762","-39,618071",SPRF-BA,DEL09-BA,UOP03-DEL09-BA
653382,2025-01-05,domingo,19:05:00,MS,267,240,NOVA ALVORADA DO SUL,Manobra de mudança de faixa,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,0,1,1,0,2,"-21,48567886","-54,29779898",SPRF-MS,DEL02-MS,UOP01-DEL02-MS
653385,2025-01-05,domingo,20:03:00,PB,101,3,MATARACA,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,4,0,2,0,1,1,2,3,"-6,53182311","-35,11546245",SPRF-PB,DEL01-PB,UOP03-DEL01-PB
